name,qid,human,transformer,gpt3,chat_tom
iprec_at_recall_0.60  ,132_2-7,0.0458,0.0077,0.0779,0.0407
iprec_at_recall_0.60  ,132_3-1,0.2406,0,0.1984,0.186
iprec_at_recall_0.60  ,132_3-3,0.0837,0,0.0739,0
iprec_at_recall_0.60  ,132_3-5,0.0291,0,0.0197,0.02
iprec_at_recall_0.60  ,133_1-1,0,0,0,0
iprec_at_recall_0.60  ,133_1-3,0,0,0,0
iprec_at_recall_0.60  ,133_1-5,0,0,0,0
iprec_at_recall_0.60  ,133_1-7,0,0,0,0.0285
iprec_at_recall_0.60  ,133_2-1,0.0522,0,0.0674,0.059
iprec_at_recall_0.60  ,133_2-3,0,0,0,0
iprec_at_recall_0.60  ,133_3-2,0.0288,0.0147,0,0
iprec_at_recall_0.60  ,133_3-4,0.009,0,0.0294,0.0204
iprec_at_recall_0.60  ,133_3-6,0,0,0,0
iprec_at_recall_0.60  ,133_3-8,0.1196,0,0,0.0384
iprec_at_recall_0.60  ,135_1-1,0.0828,0.0325,0.0757,0.0257
iprec_at_recall_0.60  ,135_1-3,0,0,0,0
iprec_at_recall_0.60  ,135_1-5,0,0,0,0
iprec_at_recall_0.60  ,135_1-7,0,0,0,0
iprec_at_recall_0.60  ,135_2-1,0.0911,0,0.0748,0.0399
iprec_at_recall_0.60  ,135_2-11,0,0,0,0
iprec_at_recall_0.60  ,135_2-3,0.1089,0,0.1068,0
iprec_at_recall_0.60  ,135_2-5,0.0811,0,0,0.0378
iprec_at_recall_0.60  ,135_2-7,0.0206,0.0091,0.0128,0
iprec_at_recall_0.60  ,135_2-9,0.0872,0.056,0.0377,0.0178
iprec_at_recall_0.60  ,135_3-1,0,0,0,0.046
iprec_at_recall_0.60  ,135_3-3,0,0,0,0
iprec_at_recall_0.60  ,135_3-5,0,0,0,0
iprec_at_recall_0.60  ,135_4-1,0.0325,0,0,0.021
iprec_at_recall_0.60  ,136_1-1,0.1981,0.2719,0.2313,0.1466
iprec_at_recall_0.60  ,136_1-11,0.2661,0.2519,0.2431,0.17
iprec_at_recall_0.60  ,136_1-13,0.0292,0.0471,0.0343,0.0383
iprec_at_recall_0.60  ,136_1-3,0.0366,0.1279,0.1606,0.1693
iprec_at_recall_0.60  ,136_1-5,0.0443,0.1,0.0399,0.031
iprec_at_recall_0.60  ,136_1-7,0.1105,0.04,0.1346,0.1018
iprec_at_recall_0.60  ,136_1-9,0.1089,0,0,0.0499
iprec_at_recall_0.60  ,136_2-1,0.3478,0,0,0.1136
iprec_at_recall_0.60  ,136_2-3,0.2972,0.3085,0.3495,0.3263
iprec_at_recall_0.60  ,136_2-5,0.1157,0.0163,0.1443,0.1061
iprec_at_recall_0.60  ,137_1-1,0.76,0.7826,0.75,0.6923
iprec_at_recall_0.60  ,137_1-3,0.2037,0.2973,0.2203,0
iprec_at_recall_0.60  ,137_1-5,0.1935,0,0.2353,0.129
iprec_at_recall_0.60  ,137_1-7,0.2308,0.0168,0.0732,0.2353
iprec_at_recall_0.60  ,137_1-9,0.0886,0,0.0048,0.0111
iprec_at_recall_0.60  ,138_1-1,0,0.0168,0,0
iprec_at_recall_0.60  ,138_1-11,0.0692,0,0.0164,0.0238
iprec_at_recall_0.60  ,138_1-3,0,0.0088,0.0102,0
iprec_at_recall_0.60  ,138_1-5,0,0,0,0
iprec_at_recall_0.60  ,138_1-7,0,0,0,0
iprec_at_recall_0.60  ,138_1-9,0.0458,0.0832,0,0.0377
iprec_at_recall_0.60  ,139_1-1,0,0,0,0
iprec_at_recall_0.60  ,139_1-3,0.161,0,0.1124,0.0227
iprec_at_recall_0.60  ,139_1-5,0.2877,0,0.2692,0
iprec_at_recall_0.60  ,139_1-7,0,0,0,0
iprec_at_recall_0.60  ,139_2-11,0,0,0,0
iprec_at_recall_0.60  ,139_2-13,0,0,0,0
iprec_at_recall_0.60  ,139_2-15,0.0968,0.0978,0,0
iprec_at_recall_0.60  ,139_2-17,0,0,0,0
iprec_at_recall_0.60  ,139_2-3,0,0.0538,0,0
iprec_at_recall_0.60  ,139_2-7,0,0,0,0
iprec_at_recall_0.60  ,139_2-9,0.2694,0.388,0.2694,0.1873
iprec_at_recall_0.60  ,140_1-11,0.2205,0.028,0.2071,0.1279
iprec_at_recall_0.60  ,140_1-3,0.2161,0.1058,0.2208,0.2107
iprec_at_recall_0.60  ,140_1-7,0.3846,0.4688,0.6818,0.12
iprec_at_recall_0.60  ,140_1-9,0.0341,0,0,0.014
iprec_at_recall_0.60  ,140_2-1,0.1529,0,0.085,0.0193
iprec_at_recall_0.60  ,140_2-3,0.2708,0.1186,0.3514,0.325
iprec_at_recall_0.60  ,140_3-1,0.2074,0,0.0801,0.0227
iprec_at_recall_0.60  ,140_4-10,0.6667,0,1,0.75
iprec_at_recall_0.60  ,140_4-12,0.1791,0,0.1091,0.197
iprec_at_recall_0.60  ,140_4-14,0.1436,0,0.3,0.1573
iprec_at_recall_0.60  ,140_4-16,0.1168,0,0.2151,0.1597
iprec_at_recall_0.60  ,140_4-2,0.3615,0,0.3019,0.1187
iprec_at_recall_0.60  ,140_4-6,0.0145,0,0,0.018
iprec_at_recall_0.60  ,140_4-8,0.3082,0.3814,0,0.7143
iprec_at_recall_0.60  ,141_1-1,0,0,0,0
iprec_at_recall_0.60  ,141_1-3,0,0,0,0
iprec_at_recall_0.60  ,141_1-5,0.016,0,0,0
iprec_at_recall_0.60  ,141_2-1,0,0,0,0.1054
iprec_at_recall_0.60  ,141_2-11,0.5072,0.5385,0.6316,0.5556
iprec_at_recall_0.60  ,141_2-3,0.1088,0.0859,0,0.1127
iprec_at_recall_0.60  ,141_2-9,0.0948,0.4394,0,0.2843
iprec_at_recall_0.60  ,142_1-3,0.2623,0.0894,0.2892,0.1041
iprec_at_recall_0.60  ,142_1-5,0.1815,0.2412,0.1848,0.1336
iprec_at_recall_0.60  ,142_2-2,0.4426,0.0427,0,0.0475
iprec_at_recall_0.60  ,142_3-1,0,0,0,0.0847
iprec_at_recall_0.60  ,142_3-3,0.2667,0.3013,0.2329,0.2613
iprec_at_recall_0.60  ,142_3-5,0.2727,0.1562,0.189,0.1722
iprec_at_recall_0.60  ,142_4-1,0,0,0.1206,0
iprec_at_recall_0.60  ,142_5-1,0,0,0.1591,0.1841
iprec_at_recall_0.60  ,142_5-3,0,0.3874,0.3945,0.2951
iprec_at_recall_0.60  ,142_5-5,0,0,0,0.0696
iprec_at_recall_0.60  ,142_5-7,0,0,0.2583,0.1157
iprec_at_recall_0.60  ,142_5-9,0,0.0169,0.0243,0.0925
iprec_at_recall_0.60  ,142_6-1,0.0293,0,0,0
iprec_at_recall_0.60  ,142_6-3,0,0,0.2427,0
iprec_at_recall_0.60  ,142_7-1,0,0,0.1618,0.1644
iprec_at_recall_0.60  ,142_8-1,0.3453,0,0.4103,0.4103
iprec_at_recall_0.60  ,142_9-1,0,0,0,0
iprec_at_recall_0.60  ,143_1-1,0.6531,0.5161,0.8,0.1448
iprec_at_recall_0.60  ,143_1-11,0.05,0.0097,0.141,0.0285
iprec_at_recall_0.60  ,143_1-13,0,0,0,0
iprec_at_recall_0.60  ,143_1-15,0.0249,0,0,0
iprec_at_recall_0.60  ,143_1-17,0.0358,0,0.0249,0.0305
iprec_at_recall_0.60  ,143_1-19,0,0,0,0
iprec_at_recall_0.60  ,143_1-3,0.4872,0,0.037,0.0121
iprec_at_recall_0.60  ,143_1-5,0.75,0.75,0.0984,0.2121
iprec_at_recall_0.60  ,143_1-7,0.0485,0.0121,0.0332,0.0909
iprec_at_recall_0.60  ,144_1-1,0.0857,0,0.1087,0.1149
iprec_at_recall_0.60  ,144_1-3,0,0,0,0
iprec_at_recall_0.60  ,144_1-5,0.006,0.008,0,0
iprec_at_recall_0.60  ,144_2-1,0.0704,0.0111,0.0856,0.0598
iprec_at_recall_0.60  ,144_2-11,0.0998,0.0493,0.0455,0
iprec_at_recall_0.60  ,144_2-13,0.4167,0.02,0.1145,0.1911
iprec_at_recall_0.60  ,144_2-15,0.6364,0.1079,0.036,0.0319
iprec_at_recall_0.60  ,144_2-17,0.6111,0,0.0196,0.1803
iprec_at_recall_0.60  ,144_2-3,0.1427,0.0407,0,0
iprec_at_recall_0.60  ,144_2-5,0.5306,0,0.4,0
iprec_at_recall_0.60  ,144_2-7,0.1218,0.1311,0.2124,0.1517
iprec_at_recall_0.60  ,144_2-9,0.0882,0.0169,0,0.0338
iprec_at_recall_0.60  ,144_3-1,0.0152,0,0,0
iprec_at_recall_0.60  ,145_1-1,0.0856,0.0816,0.076,0.06
iprec_at_recall_0.60  ,145_1-3,0.0756,0.0924,0.0761,0.0812
iprec_at_recall_0.60  ,145_1-5,0.0966,0.0562,0.0638,0.0735
iprec_at_recall_0.60  ,145_1-7,0.0166,0.015,0,0.0171
iprec_at_recall_0.60  ,145_2-1,0.0444,0.032,0.0116,0.0291
iprec_at_recall_0.60  ,145_2-3,0.0735,0.0591,0.0544,0.0544
iprec_at_recall_0.60  ,145_2-5,0.2658,0.1215,0.1287,0.2966
iprec_at_recall_0.60  ,146_1-1,0.2332,0.2065,0.2143,0.2429
iprec_at_recall_0.60  ,146_1-3,0.2268,0.1906,0.2033,0.1908
iprec_at_recall_0.60  ,146_1-5,0,0.0113,0.047,0
iprec_at_recall_0.60  ,146_1-7,0,0,0,0
iprec_at_recall_0.60  ,146_1-9,0.1283,0.0639,0,0.1325
iprec_at_recall_0.60  ,147_1-1,0.0947,0.0637,0.0929,0.042
iprec_at_recall_0.60  ,147_1-11,0,0,0,0
iprec_at_recall_0.60  ,147_1-13,0,0,0,0
iprec_at_recall_0.60  ,147_1-15,0,0,0,0
iprec_at_recall_0.60  ,147_1-7,0.054,0,0,0
iprec_at_recall_0.60  ,147_2-1,0,0,0,0
iprec_at_recall_0.60  ,147_2-3,0,0,0,0
iprec_at_recall_0.60  ,147_2-5,0,0,0,0
iprec_at_recall_0.60  ,148_1-1,0,0,0,0
iprec_at_recall_0.60  ,148_1-3,0,0,0,0
iprec_at_recall_0.60  ,148_1-5,0,0,0,0
iprec_at_recall_0.60  ,148_1-9,0.0876,0.0306,0.0474,0
iprec_at_recall_0.60  ,148_2-3,0,0,0,0
iprec_at_recall_0.60  ,148_2-5,0,0,0,0
iprec_at_recall_0.60  ,149_1-1,0.1379,0.2069,0.0815,0
iprec_at_recall_0.60  ,149_1-5,0.0355,0.0725,0.0556,0
iprec_at_recall_0.60  ,149_2-1,0.0168,0,0.0242,0.0306
iprec_at_recall_0.60  ,149_2-5,0.1732,0.1754,0.1034,0.107
iprec_at_recall_0.60  ,149_2-7,0,0,0,0
iprec_at_recall_0.60  ,149_3-1,0,0,0,0
iprec_at_recall_0.60  ,149_3-3,0,0,0.0356,0
iprec_at_recall_0.60  ,149_3-7,0.0937,0,0,0
iprec_at_recall_0.60  ,149_3-9,0.6167,0.5906,0.708,0.6198
iprec_at_recall_0.60  ,all,0.117,0.0636,0.0949,0.0777
iprec_at_recall_0.70  ,132_1-1,0,0,0,0
iprec_at_recall_0.70  ,132_1-3,0,0,0,0
iprec_at_recall_0.70  ,132_1-5,0,0,0,0
iprec_at_recall_0.70  ,132_2-1,0.0679,0,0.0227,0.0406
iprec_at_recall_0.70  ,132_2-11,0,0,0,0
iprec_at_recall_0.70  ,132_2-13,0.3636,0,0.165,0
iprec_at_recall_0.70  ,132_2-3,0.121,0.0673,0,0
iprec_at_recall_0.70  ,132_2-5,0.0458,0.0712,0.0347,0.0289
iprec_at_recall_0.70  ,132_2-7,0.0271,0.0072,0.0347,0.0403
iprec_at_recall_0.70  ,132_3-1,0.1766,0,0.1528,0.1283
iprec_at_recall_0.70  ,132_3-3,0.0728,0,0.0648,0
iprec_at_recall_0.70  ,132_3-5,0.0151,0,0.0158,0.0126
iprec_at_recall_0.70  ,133_1-1,0,0,0,0
iprec_at_recall_0.70  ,133_1-3,0,0,0,0
iprec_at_recall_0.70  ,133_1-5,0,0,0,0
iprec_at_recall_0.70  ,133_1-7,0,0,0,0
iprec_at_recall_0.70  ,133_2-1,0,0,0,0
iprec_at_recall_0.70  ,133_2-3,0,0,0,0
iprec_at_recall_0.70  ,133_3-2,0,0,0,0
iprec_at_recall_0.70  ,133_3-4,0,0,0,0.0134
iprec_at_recall_0.70  ,133_3-6,0,0,0,0
iprec_at_recall_0.70  ,133_3-8,0.049,0,0,0
iprec_at_recall_0.70  ,135_1-1,0.0414,0.0208,0.0314,0
iprec_at_recall_0.70  ,135_1-3,0,0,0,0
iprec_at_recall_0.70  ,135_1-5,0,0,0,0
iprec_at_recall_0.70  ,135_1-7,0,0,0,0
iprec_at_recall_0.70  ,135_2-1,0.0599,0,0.0405,0
iprec_at_recall_0.70  ,135_2-11,0,0,0,0
iprec_at_recall_0.70  ,135_2-3,0.0527,0,0.0538,0
iprec_at_recall_0.70  ,135_2-5,0.0321,0,0,0
iprec_at_recall_0.70  ,135_2-7,0,0,0,0
iprec_at_recall_0.70  ,135_2-9,0.0349,0.0406,0.0222,0
iprec_at_recall_0.70  ,135_3-1,0,0,0,0
iprec_at_recall_0.70  ,135_3-3,0,0,0,0
iprec_at_recall_0.70  ,135_3-5,0,0,0,0
iprec_at_recall_0.70  ,135_4-1,0.0187,0,0,0.0149
iprec_at_recall_0.70  ,136_1-1,0.153,0.1969,0.1931,0.1244
iprec_at_recall_0.70  ,136_1-11,0.1434,0.1462,0.1545,0.1191
iprec_at_recall_0.70  ,136_1-13,0.0264,0.0164,0.0262,0.0258
iprec_at_recall_0.70  ,136_1-3,0,0.1209,0.1093,0.1483
iprec_at_recall_0.70  ,136_1-5,0,0.0653,0.0327,0.0251
iprec_at_recall_0.70  ,136_1-7,0.0561,0.0174,0.1022,0.0611
iprec_at_recall_0.70  ,136_1-9,0.0966,0,0,0
iprec_at_recall_0.70  ,136_2-1,0.1887,0,0,0.1136
iprec_at_recall_0.70  ,136_2-3,0.2386,0.2526,0.3259,0.2932
iprec_at_recall_0.70  ,136_2-5,0.106,0.0073,0.1168,0.0994
iprec_at_recall_0.70  ,137_1-1,0.7241,0.6176,0.6364,0.6562
iprec_at_recall_0.70  ,137_1-3,0.1912,0.25,0.2203,0
iprec_at_recall_0.70  ,137_1-5,0.1217,0,0.1007,0.0909
iprec_at_recall_0.70  ,137_1-7,0.0426,0.0122,0.0597,0.2353
iprec_at_recall_0.70  ,137_1-9,0.0238,0,0,0
iprec_at_recall_0.70  ,138_1-1,0,0,0,0
iprec_at_recall_0.70  ,138_1-11,0.0458,0,0,0.0141
iprec_at_recall_0.70  ,138_1-3,0,0,0,0
iprec_at_recall_0.70  ,138_1-5,0,0,0,0
iprec_at_recall_0.70  ,138_1-7,0,0,0,0
iprec_at_recall_0.70  ,138_1-9,0.0287,0.0599,0,0.0303
iprec_at_recall_0.70  ,139_1-1,0,0,0,0
iprec_at_recall_0.70  ,139_1-3,0.0987,0,0.0153,0.0197
iprec_at_recall_0.70  ,139_1-5,0.2155,0,0.1884,0
iprec_at_recall_0.70  ,139_1-7,0,0,0,0
iprec_at_recall_0.70  ,139_2-11,0,0,0,0
iprec_at_recall_0.70  ,139_2-13,0,0,0,0
iprec_at_recall_0.70  ,139_2-15,0.0502,0.0436,0,0
iprec_at_recall_0.70  ,139_2-17,0,0,0,0
iprec_at_recall_0.70  ,139_2-3,0,0,0,0
iprec_at_recall_0.70  ,139_2-7,0,0,0,0
iprec_at_recall_0.70  ,139_2-9,0.2429,0.3191,0.2515,0.1701
iprec_at_recall_0.70  ,140_1-11,0.1404,0,0.1279,0.0547
iprec_at_recall_0.70  ,140_1-3,0.1232,0.0622,0.1138,0.1007
iprec_at_recall_0.70  ,140_1-7,0.1552,0.0963,0.4865,0.0549
iprec_at_recall_0.70  ,140_1-9,0.0181,0,0,0
iprec_at_recall_0.70  ,140_2-1,0.0935,0,0.0589,0
iprec_at_recall_0.70  ,140_2-3,0.1111,0.0843,0.0949,0.1136
iprec_at_recall_0.70  ,140_3-1,0.1064,0,0.0801,0
iprec_at_recall_0.70  ,140_4-10,0.6667,0,0.9091,0.6667
iprec_at_recall_0.70  ,140_4-12,0.1157,0,0.0393,0.1386
iprec_at_recall_0.70  ,140_4-14,0.0698,0,0.2573,0.1148
iprec_at_recall_0.70  ,140_4-16,0.0641,0,0.1283,0.1366
iprec_at_recall_0.70  ,140_4-2,0.3128,0,0.22,0.0962
iprec_at_recall_0.70  ,140_4-6,0,0,0,0
iprec_at_recall_0.70  ,140_4-8,0.0469,0.1646,0,0.6709
iprec_at_recall_0.70  ,141_1-1,0,0,0,0
iprec_at_recall_0.70  ,141_1-3,0,0,0,0
iprec_at_recall_0.70  ,141_1-5,0,0,0,0
iprec_at_recall_0.70  ,141_2-1,0,0,0,0.0654
iprec_at_recall_0.70  ,141_2-11,0.4211,0.4598,0.3832,0.4255
iprec_at_recall_0.70  ,141_2-3,0.0521,0.0286,0,0.0294
iprec_at_recall_0.70  ,141_2-9,0.0598,0.3587,0,0.1897
iprec_at_recall_0.70  ,142_1-3,0.1921,0.0624,0.2159,0.0622
iprec_at_recall_0.70  ,142_1-5,0.1437,0.1901,0.1484,0.0838
iprec_at_recall_0.70  ,142_2-2,0.1987,0.0267,0,0.0398
iprec_at_recall_0.70  ,142_3-1,0,0,0,0.0543
iprec_at_recall_0.70  ,142_3-3,0.1907,0.2159,0.1224,0.1689
iprec_at_recall_0.70  ,142_3-5,0.2134,0.1316,0.1674,0.1477
iprec_at_recall_0.70  ,142_4-1,0,0,0.0903,0
iprec_at_recall_0.70  ,142_5-1,0,0,0.0956,0.1367
iprec_at_recall_0.70  ,142_5-3,0,0.2853,0.2737,0.2095
iprec_at_recall_0.70  ,142_5-5,0,0,0,0.0449
iprec_at_recall_0.70  ,142_5-7,0,0,0.1883,0.0551
iprec_at_recall_0.70  ,142_5-9,0,0,0,0.0346
iprec_at_recall_0.70  ,142_6-1,0,0,0,0
iprec_at_recall_0.70  ,142_6-3,0,0,0.1828,0
iprec_at_recall_0.70  ,142_7-1,0,0,0.11,0.1223
iprec_at_recall_0.70  ,142_8-1,0.1761,0,0.2814,0.2814
iprec_at_recall_0.70  ,142_9-1,0,0,0,0
iprec_at_recall_0.70  ,143_1-1,0.5781,0.4625,0.6607,0.0979
iprec_at_recall_0.70  ,143_1-11,0.0453,0.0036,0.0823,0.012
iprec_at_recall_0.70  ,143_1-13,0,0,0,0
iprec_at_recall_0.70  ,143_1-15,0,0,0,0
iprec_at_recall_0.70  ,143_1-17,0,0,0,0
iprec_at_recall_0.70  ,143_1-19,0,0,0,0
iprec_at_recall_0.70  ,143_1-3,0.3621,0,0,0.0106
iprec_at_recall_0.70  ,143_1-5,0.3182,0.2414,0.0574,0.2121
iprec_at_recall_0.70  ,143_1-7,0.0192,0.0077,0.0268,0.0164
iprec_at_recall_0.70  ,144_1-1,0.0701,0,0.0677,0.0917
iprec_at_recall_0.70  ,144_1-3,0,0,0,0
iprec_at_recall_0.70  ,144_1-5,0,0.004,0,0
iprec_at_recall_0.70  ,144_2-1,0.0651,0,0.067,0.0474
iprec_at_recall_0.70  ,144_2-11,0.0629,0.0367,0.0395,0
iprec_at_recall_0.70  ,144_2-13,0.1724,0.0169,0.0883,0.1276
iprec_at_recall_0.70  ,144_2-15,0.3902,0.0286,0.026,0.0319
iprec_at_recall_0.70  ,144_2-17,0.5,0,0.0196,0.0755
iprec_at_recall_0.70  ,144_2-3,0.1095,0,0,0
iprec_at_recall_0.70  ,144_2-5,0.5085,0,0.2936,0
iprec_at_recall_0.70  ,144_2-7,0.1152,0.1115,0.1573,0.1239
iprec_at_recall_0.70  ,144_2-9,0.0643,0.0099,0,0.0225
iprec_at_recall_0.70  ,144_3-1,0.0152,0,0,0
iprec_at_recall_0.70  ,145_1-1,0.0615,0.0601,0.0559,0.037
iprec_at_recall_0.70  ,145_1-3,0.0351,0.0718,0.0473,0.0447
iprec_at_recall_0.70  ,145_1-5,0.0731,0.0501,0.037,0.0459
iprec_at_recall_0.70  ,145_1-7,0.0123,0.0074,0,0.0171
iprec_at_recall_0.70  ,145_2-1,0.0425,0.0263,0.0116,0.0155
iprec_at_recall_0.70  ,145_2-3,0.0339,0.0278,0.0363,0.0363
iprec_at_recall_0.70  ,145_2-5,0.2315,0.0996,0.0951,0.2564
iprec_at_recall_0.70  ,146_1-1,0.172,0.1681,0.15,0.1425
iprec_at_recall_0.70  ,146_1-3,0.1486,0.1695,0.1575,0.157
iprec_at_recall_0.70  ,146_1-5,0,0,0.0299,0
iprec_at_recall_0.70  ,146_1-7,0,0,0,0
iprec_at_recall_0.70  ,146_1-9,0.075,0.0461,0,0.0833
iprec_at_recall_0.70  ,147_1-1,0.0742,0.0376,0.0548,0
iprec_at_recall_0.70  ,147_1-11,0,0,0,0
iprec_at_recall_0.70  ,147_1-13,0,0,0,0
iprec_at_recall_0.70  ,147_1-15,0,0,0,0
iprec_at_recall_0.70  ,147_1-7,0.0464,0,0,0
iprec_at_recall_0.70  ,147_2-1,0,0,0,0
iprec_at_recall_0.70  ,147_2-3,0,0,0,0
iprec_at_recall_0.70  ,147_2-5,0,0,0,0
iprec_at_recall_0.70  ,148_1-1,0,0,0,0
iprec_at_recall_0.70  ,148_1-3,0,0,0,0
iprec_at_recall_0.70  ,148_1-5,0,0,0,0
iprec_at_recall_0.70  ,148_1-9,0,0,0,0
iprec_at_recall_0.70  ,148_2-3,0,0,0,0
iprec_at_recall_0.70  ,148_2-5,0,0,0,0
iprec_at_recall_0.70  ,149_1-1,0.0674,0.1256,0.0306,0
iprec_at_recall_0.70  ,149_1-5,0,0.0497,0.033,0
iprec_at_recall_0.70  ,149_2-1,0,0,0.0181,0
iprec_at_recall_0.70  ,149_2-5,0.1328,0.0963,0.0648,0.075
iprec_at_recall_0.70  ,149_2-7,0,0,0,0
iprec_at_recall_0.70  ,149_3-1,0,0,0,0
iprec_at_recall_0.70  ,149_3-3,0,0,0.0119,0
iprec_at_recall_0.70  ,149_3-7,0,0,0,0
iprec_at_recall_0.70  ,149_3-9,0.6084,0.4216,0.6565,0.5772
iprec_at_recall_0.70  ,all,0.0789,0.0422,0.0676,0.0562
iprec_at_recall_0.80  ,132_1-1,0,0,0,0
iprec_at_recall_0.80  ,132_1-3,0,0,0,0
iprec_at_recall_0.80  ,132_1-5,0,0,0,0
iprec_at_recall_0.80  ,132_2-1,0.0443,0,0,0
iprec_at_recall_0.80  ,132_2-11,0,0,0,0
iprec_at_recall_0.80  ,132_2-13,0.1939,0,0.086,0
iprec_at_recall_0.80  ,132_2-3,0.0851,0.0522,0,0
iprec_at_recall_0.80  ,132_2-5,0,0.0344,0.0281,0
iprec_at_recall_0.80  ,132_2-7,0.0189,0,0.015,0.0293
iprec_at_recall_0.80  ,132_3-1,0.1333,0,0.1151,0.0874
iprec_at_recall_0.80  ,132_3-3,0.0515,0,0.0613,0
iprec_at_recall_0.80  ,132_3-5,0,0,0,0
iprec_at_recall_0.80  ,133_1-1,0,0,0,0
iprec_at_recall_0.80  ,133_1-3,0,0,0,0
iprec_at_recall_0.80  ,133_1-5,0,0,0,0
iprec_at_recall_0.80  ,133_1-7,0,0,0,0
iprec_at_recall_0.80  ,133_2-1,0,0,0,0
iprec_at_recall_0.80  ,133_2-3,0,0,0,0
iprec_at_recall_0.80  ,133_3-2,0,0,0,0
iprec_at_recall_0.80  ,133_3-4,0,0,0,0
iprec_at_recall_0.80  ,133_3-6,0,0,0,0
iprec_at_recall_0.80  ,133_3-8,0,0,0,0
iprec_at_recall_0.80  ,135_1-1,0,0,0,0
iprec_at_recall_0.80  ,135_1-3,0,0,0,0
iprec_at_recall_0.80  ,135_1-5,0,0,0,0
iprec_at_recall_0.80  ,135_1-7,0,0,0,0
iprec_at_recall_0.80  ,135_2-1,0,0,0,0
iprec_at_recall_0.80  ,135_2-11,0,0,0,0
iprec_at_recall_0.80  ,135_2-3,0,0,0,0
iprec_at_recall_0.80  ,135_2-5,0,0,0,0
iprec_at_recall_0.80  ,135_2-7,0,0,0,0
iprec_at_recall_0.80  ,135_2-9,0,0.0172,0,0
iprec_at_recall_0.80  ,135_3-1,0,0,0,0
iprec_at_recall_0.80  ,135_3-3,0,0,0,0
iprec_at_recall_0.80  ,135_3-5,0,0,0,0
iprec_at_recall_0.80  ,135_4-1,0.0136,0,0,0
iprec_at_recall_0.80  ,136_1-1,0.1156,0.1235,0.1186,0.0865
iprec_at_recall_0.80  ,136_1-11,0.0905,0.0954,0.1016,0.1079
iprec_at_recall_0.80  ,136_1-13,0,0.0133,0,0
iprec_at_recall_0.80  ,136_1-3,0,0.0792,0.0567,0.1351
iprec_at_recall_0.80  ,136_1-5,0,0.0198,0.032,0
iprec_at_recall_0.80  ,136_1-7,0.0424,0,0.0835,0.0432
iprec_at_recall_0.80  ,136_1-9,0.0676,0,0,0
iprec_at_recall_0.80  ,136_2-1,0.1746,0,0,0.0775
iprec_at_recall_0.80  ,136_2-3,0.1793,0.1421,0.201,0.2029
iprec_at_recall_0.80  ,136_2-5,0.0989,0.0056,0.1011,0.0994
iprec_at_recall_0.80  ,137_1-1,0.6154,0.6,0.5333,0.5217
iprec_at_recall_0.80  ,137_1-3,0.1172,0.1456,0.1923,0
iprec_at_recall_0.80  ,137_1-5,0.0737,0,0.0914,0.0469
iprec_at_recall_0.80  ,137_1-7,0.0426,0.0122,0.0597,0.2353
iprec_at_recall_0.80  ,137_1-9,0.0228,0,0,0
iprec_at_recall_0.80  ,138_1-1,0,0,0,0
iprec_at_recall_0.80  ,138_1-11,0,0,0,0
iprec_at_recall_0.80  ,138_1-3,0,0,0,0
iprec_at_recall_0.80  ,138_1-5,0,0,0,0
iprec_at_recall_0.80  ,138_1-7,0,0,0,0
iprec_at_recall_0.80  ,138_1-9,0,0.0396,0,0
iprec_at_recall_0.80  ,139_1-1,0,0,0,0
iprec_at_recall_0.80  ,139_1-3,0.0134,0,0,0
iprec_at_recall_0.80  ,139_1-5,0.1637,0,0.1315,0
iprec_at_recall_0.80  ,139_1-7,0,0,0,0
iprec_at_recall_0.80  ,139_2-11,0,0,0,0
iprec_at_recall_0.80  ,139_2-13,0,0,0,0
iprec_at_recall_0.80  ,139_2-15,0,0.019,0,0
iprec_at_recall_0.80  ,139_2-17,0,0,0,0
iprec_at_recall_0.80  ,139_2-3,0,0,0,0
iprec_at_recall_0.80  ,139_2-7,0,0,0,0
iprec_at_recall_0.80  ,139_2-9,0.2174,0.2618,0.1918,0.1193
iprec_at_recall_0.80  ,140_1-11,0.0256,0,0.0271,0.0189
iprec_at_recall_0.80  ,140_1-3,0.0403,0.0268,0.0412,0.067
iprec_at_recall_0.80  ,140_1-7,0.0673,0.0279,0.3448,0.014
iprec_at_recall_0.80  ,140_1-9,0,0,0,0
iprec_at_recall_0.80  ,140_2-1,0.0424,0,0.0316,0
iprec_at_recall_0.80  ,140_2-3,0.0138,0.0113,0.0174,0.0349
iprec_at_recall_0.80  ,140_3-1,0.0371,0,0.0568,0
iprec_at_recall_0.80  ,140_4-10,0.375,0,0.3871,0.2927
iprec_at_recall_0.80  ,140_4-12,0.0941,0,0,0.0573
iprec_at_recall_0.80  ,140_4-14,0,0,0.1651,0.0568
iprec_at_recall_0.80  ,140_4-16,0,0,0.0757,0.0692
iprec_at_recall_0.80  ,140_4-2,0.2121,0,0.1548,0.0485
iprec_at_recall_0.80  ,140_4-6,0,0,0,0
iprec_at_recall_0.80  ,140_4-8,0,0,0,0.5607
iprec_at_recall_0.80  ,141_1-1,0,0,0,0
iprec_at_recall_0.80  ,141_1-3,0,0,0,0
iprec_at_recall_0.80  ,141_1-5,0,0,0,0
iprec_at_recall_0.80  ,141_2-1,0,0,0,0
iprec_at_recall_0.80  ,141_2-11,0.3172,0.3262,0.1661,0.246
